,FID,COMPANY_NAME,ADDRESS,CITY,STATE,ZIPCODE,LATITUDE,LONGITUDE,NAICS2,NAICS CODE,Industry Description,INDU_EMP,SERV_EMP,COMM_EMP,ESTEMP,TOTALPOP,HOUSEHOLDS,MALE,FEMALE,%Male,%FEMALE,WHITE,BLACK,AMERI_ES,ASIAN,HAWN_PI,OTHER,MULT_RACE,HISPANIC,WHITE_NH,%WHITE,%BLACK,%INDIAN,%ASIAN,PCT_HAWN,%OTHER,%MULTI,%HISP,AVERAGE_HOUSEHOLD_SIZE,AGE_BELOW_18,AGE_18_40,AGE_40_65,AGE_65+,AGE_MEDIAN,TRAN_TOTAL,TRAN_CAR,TRAN_MOTO,TRAN_BIKE,TRAN_PUB,TRAN_WALK,TRAN_OTHER,TRAN_HOME,CURRENTLY_STUDENT,CURRENTLY_NOT_STUDENT,LESS_$10K,I10K_14K,I15K_19K,I20K_24K,I25K_29K,I30K_34K,I35K_39K,I40K_44K,I45K_49K,I50K_59K,I60K_74K,I75K_99K,I100K_124K,I125K_149K,I150K_199K,I200KMORE,MEDIAN_HOUSEHOLD_INCOME,%_BACHELOR_DEGREE,%POVERTY
11400,11400,Moe's Southwest Grill,114 Rec Center Dining,GAINESVILLE,FL,32611,29.642009,-82.35047,722511,72251117,Full-Service Restaurants,0,0.0,15,15,4209,451,2211,1998,53%,47%,2937,420,18,528,0,113,193,667,2420,69.7790449,9.97861725,0.42765502,12.5445474,0.0,2.68472321,4.58541221,15.84699454,1.6,139,3977,93,0,20,928,309,16,50,271,201,0,81,3956,230,86,50,114,107,37,29,14,3,0,4,0,7,0,0,0,0,18925,2.70848182,37.08333333
11406,11406,Quiznos,110 Stadium Rd,GAINESVILLE,FL,32611,29.642009,-82.35047,722511,72251117,Full-Service Restaurants,0,0.0,8,8,4209,451,2211,1998,53%,47%,2937,420,18,528,0,113,193,667,2420,69.7790449,9.97861725,0.42765502,12.5445474,0.0,2.68472321,4.58541221,15.84699454,1.6,139,3977,93,0,20,928,309,16,50,271,201,0,81,3956,230,86,50,114,107,37,29,14,3,0,4,0,7,0,0,0,0,18925,2.70848182,37.08333333
11460,11460,BLIMPIE SUBS & SALADS,B73 REITZ BLDG MUSEUM RD,GAINESVILLE,FL,32611,29.642009,-82.35047,722511,72251117,FULL-SERVICE RESTAURANTS,0,0.0,5,5,4209,451,2211,1998,53%,47%,2937,420,18,528,0,113,193,667,2420,69.7790449,9.97861725,0.42765502,12.5445474,0.0,2.68472321,4.58541221,15.84699454,1.6,139,3977,93,0,20,928,309,16,50,271,201,0,81,3956,230,86,50,114,107,37,29,14,3,0,4,0,7,0,0,0,0,18925,2.70848182,37.08333333
11529,11529,SUBWAY,TURLINGTON HALL,GAINESVILLE,FL,32611,29.642009,-82.35047,722511,72251117,FULL-SERVICE RESTAURANTS,0,0.0,8,8,4209,451,2211,1998,53%,47%,2937,420,18,528,0,113,193,667,2420,69.7790449,9.97861725,0.42765502,12.5445474,0.0,2.68472321,4.58541221,15.84699454,1.6,139,3977,93,0,20,928,309,16,50,271,201,0,81,3956,230,86,50,114,107,37,29,14,3,0,4,0,7,0,0,0,0,18925,2.70848182,37.08333333
11915,11915,Hovan Mediterranean,1600 SW Archer Rd,GAINESVILLE,FL,32610,29.638811999999998,-82.34455200000001,722511,72251117,Full-Service Restaurants,0,0.0,7,7,1313,20,454,859,35%,65%,1025,96,4,104,0,31,53,218,845,78.06549886,7.31150038,0.30464585,7.92079208,0.0,2.36100533,4.0365575,16.60319878,1.35,30,1244,31,16,19,210,53,0,39,14,87,0,17,1270,43,4,4,0,0,0,9,0,0,0,0,3,0,0,0,0,0,33056,0.53313024,29.62962963
12113,12113,Opus Cafe,1600 SW Archer Rd,GAINESVILLE,FL,32610,29.638811999999998,-82.34455200000001,722511,72251117,Full-Service Restaurants,0,0.0,20,20,1313,20,454,859,35%,65%,1025,96,4,104,0,31,53,218,845,78.06549886,7.31150038,0.30464585,7.92079208,0.0,2.36100533,4.0365575,16.60319878,1.35,30,1244,31,16,19,210,53,0,39,14,87,0,17,1270,43,4,4,0,0,0,9,0,0,0,0,3,0,0,0,0,0,33056,0.53313024,29.62962963
12418,12418,SUBWAY,1600 SW Archer Rd,GAINESVILLE,FL,32610,29.638811999999998,-82.34455200000001,722511,72251117,Full-Service Restaurants,0,0.0,10,10,1313,20,454,859,35%,65%,1025,96,4,104,0,31,53,218,845,78.06549886,7.31150038,0.30464585,7.92079208,0.0,2.36100533,4.0365575,16.60319878,1.35,30,1244,31,16,19,210,53,0,39,14,87,0,17,1270,43,4,4,0,0,0,9,0,0,0,0,3,0,0,0,0,0,33056,0.53313024,29.62962963
12699,12699,Wendy's,1600 SW Archer Rd,GAINESVILLE,FL,32610,29.638811999999998,-82.34455200000001,722511,72251117,Full-Service Restaurants,0,0.0,80,80,1313,20,454,859,35%,65%,1025,96,4,104,0,31,53,218,845,78.06549886,7.31150038,0.30464585,7.92079208,0.0,2.36100533,4.0365575,16.60319878,1.35,30,1244,31,16,19,210,53,0,39,14,87,0,17,1270,43,4,4,0,0,0,9,0,0,0,0,3,0,0,0,0,0,33056,0.53313024,29.62962963
13158,13158,PIZZA HUT,2436 N MAIN ST,GAINESVILLE,FL,32609,29.675032,-82.320961,722511,72251115,FULL-SERVICE RESTAURANTS,0,0.0,21,21,335,144,119,216,36%,64%,236,99,0,0,0,0,0,6,230,70.44776119,29.55223881,0.0,0.0,0.0,0.0,0.0,1.79104478,2.33,88,117,90,80,28,163,137,0,20,6,0,0,0,47,266,30,0,16,26,9,0,26,0,0,8,15,8,6,0,0,0,25000,4.17910448,48.95522388
13169,13169,PIT STOP CAFE,4126 NW 6TH ST,GAINESVILLE,FL,32609,29.690833,-82.332526,722511,72251117,FULL-SERVICE RESTAURANTS,0,0.0,6,6,760,397,363,397,48%,52%,540,159,8,0,0,47,6,0,540,71.05263158,20.92105263,1.05263158,0.0,0.0,6.18421053,0.78947368,0.0,1.84,58,246,317,278,47,318,297,0,0,9,0,0,12,107,653,80,49,34,46,68,0,14,9,30,0,0,19,0,0,41,7,24429,10.26315789,32.36842105
13170,13170,RED PEPPER MEXICAN RESTAURANT,4126 NW 6TH ST,GAINESVILLE,FL,32609,29.690833,-82.332526,722511,72251117,FULL-SERVICE RESTAURANTS,0,0.0,6,6,760,397,363,397,48%,52%,540,159,8,0,0,47,6,0,540,71.05263158,20.92105263,1.05263158,0.0,0.0,6.18421053,0.78947368,0.0,1.84,58,246,317,278,47,318,297,0,0,9,0,0,12,107,653,80,49,34,46,68,0,14,9,30,0,0,19,0,0,41,7,24429,10.26315789,32.36842105
13226,13226,Domino's Pizza,PO Box 141858,GAINESVILLE,FL,32614,29.608944,-82.37160300000001,722511,72251115,Full-Service Restaurants,0,0.0,15,15,2529,955,1328,1201,53%,47%,1052,733,22,630,0,12,80,270,789,41.59746936,28.98378806,0.86990905,24.91103203,0.0,0.47449585,3.16330565,10.67615658,2.65,96,2183,233,34,24,1367,602,35,58,445,168,0,59,1598,915,323,76,128,53,71,65,11,16,31,85,33,41,13,5,4,0,17790,8.62000791,60.18189008
13277,13277,SUBWAY,PO Box 357146,GAINESVILLE,FL,32635,29.659519,-82.41093000000001,722511,72251117,Full-Service Restaurants,0,0.0,6,6,3802,1153,1723,2079,45%,55%,2674,866,0,114,0,0,148,186,2612,70.33140452,22.77748553,0.0,2.99842188,0.0,0.0,3.89268806,4.89216202,3.3,267,3321,200,28,22,2196,1749,12,0,334,82,0,19,2782,848,251,105,134,49,188,69,69,75,0,99,70,44,0,0,0,0,25568,6.28616518,60.99421357
13303,13303,GOLDEN DRAGON CHINESE RSTRNT,6003 NW 23RD TER,GAINESVILLE,FL,32653,29.709544,-82.359303,722511,72251117,FULL-SERVICE RESTAURANTS,0,0.0,6,6,2158,924,1238,920,57%,43%,842,1272,0,0,0,0,44,112,762,39.0176089,58.94346617,0.0,0.0,0.0,0.0,2.03892493,5.18999073,2.34,559,818,598,366,33,834,745,16,13,60,0,0,0,676,1401,221,64,95,73,77,64,46,96,0,10,58,93,16,0,11,0,25500,9.59221501,41.56626506
