,FID,COMPANY_NAME,ADDRESS,CITY,STATE,ZIPCODE,LATITUDE,LONGITUDE,NAICS2,NAICS CODE,Industry Description,INDU_EMP,SERV_EMP,COMM_EMP,ESTEMP,TOTALPOP,HOUSEHOLDS,MALE,FEMALE,%Male,%FEMALE,WHITE,BLACK,AMERI_ES,ASIAN,HAWN_PI,OTHER,MULT_RACE,HISPANIC,WHITE_NH,%WHITE,%BLACK,%INDIAN,%ASIAN,PCT_HAWN,%OTHER,%MULTI,%HISP,AVERAGE_HOUSEHOLD_SIZE,AGE_BELOW_18,AGE_18_40,AGE_40_65,AGE_65+,AGE_MEDIAN,TRAN_TOTAL,TRAN_CAR,TRAN_MOTO,TRAN_BIKE,TRAN_PUB,TRAN_WALK,TRAN_OTHER,TRAN_HOME,CURRENTLY_STUDENT,CURRENTLY_NOT_STUDENT,LESS_$10K,I10K_14K,I15K_19K,I20K_24K,I25K_29K,I30K_34K,I35K_39K,I40K_44K,I45K_49K,I50K_59K,I60K_74K,I75K_99K,I100K_124K,I125K_149K,I150K_199K,I200KMORE,MEDIAN_HOUSEHOLD_INCOME,%_BACHELOR_DEGREE,%POVERTY
925,925,St Augustine Church & Catholic,PO Box 13888,GAINESVILLE,FL,32604,29.652559000000004,-82.346058,813110,81311008,Religious Organizations,0,20.0,0,20,1914,973,1248,666,65%,35%,1690,22,0,152,0,4,46,609,1085,88.29676071,1.14942529,0.0,7.9414838,0.0,0.20898642,2.40334378,31.81818182,1.82,0,1794,100,40,22,961,597,0,200,3,135,0,26,1690,224,493,76,53,31,48,134,0,0,0,76,0,45,17,0,0,0,9734,9.50888192,65.96568899
928,928,Angel of Mercy Ministries,PO Box 12563,GAINESVILLE,FL,32604,29.652791999999998,-82.343994,813110,81311021,Religious Organizations,0,50.0,0,50,1914,973,1248,666,65%,35%,1690,22,0,152,0,4,46,609,1085,88.29676071,1.14942529,0.0,7.9414838,0.0,0.20898642,2.40334378,31.81818182,1.82,0,1794,100,40,22,961,597,0,200,3,135,0,26,1690,224,493,76,53,31,48,134,0,0,0,76,0,45,17,0,0,0,9734,9.50888192,65.96568899
930,930,Cypress Church,PO Box 14082,GAINESVILLE,FL,32604,29.652791999999998,-82.343994,813110,81311008,Religious Organizations,0,8.0,0,8,1914,973,1248,666,65%,35%,1690,22,0,152,0,4,46,609,1085,88.29676071,1.14942529,0.0,7.9414838,0.0,0.20898642,2.40334378,31.81818182,1.82,0,1794,100,40,22,961,597,0,200,3,135,0,26,1690,224,493,76,53,31,48,134,0,0,0,76,0,45,17,0,0,0,9734,9.50888192,65.96568899
962,962,Covenant Church,3115 NW 16th Ave,GAINESVILLE,FL,32605,29.666139,-82.36901800000001,813110,81311008,Religious Organizations,0,1.0,0,1,602,239,321,281,53%,47%,602,0,0,0,0,0,0,54,548,100.0,0.0,0.0,0.0,0.0,0.0,0.0,8.97009967,2.52,128,171,192,222,41,275,219,6,11,0,12,0,27,162,411,17,12,0,0,0,0,0,0,11,19,31,24,28,0,43,54,105859,17.77408638,9.80066445
969,969,New Life Community Chapel,1001 NW 34th St,GAINESVILLE,FL,32605,29.662807,-82.371748,813110,81311008,Religious Organizations,0,2.0,0,2,602,239,321,281,53%,47%,602,0,0,0,0,0,0,54,548,100.0,0.0,0.0,0.0,0.0,0.0,0.0,8.97009967,2.52,128,171,192,222,41,275,219,6,11,0,12,0,27,162,411,17,12,0,0,0,0,0,0,11,19,31,24,28,0,43,54,105859,17.77408638,9.80066445
971,971,Westminster Presbyterian Chr,1521 NW 34th St,GAINESVILLE,FL,32605,29.666182,-82.371802,813110,81311008,Religious Organizations,0,7.0,0,7,602,239,321,281,53%,47%,602,0,0,0,0,0,0,54,548,100.0,0.0,0.0,0.0,0.0,0.0,0.0,8.97009967,2.52,128,171,192,222,41,275,219,6,11,0,12,0,27,162,411,17,12,0,0,0,0,0,0,11,19,31,24,28,0,43,54,105859,17.77408638,9.80066445
1002,1002,Dove World Outreach Ctr,5200 NW 43rd St # 102,GAINESVILLE,FL,32606,29.701335999999998,-82.390568,813110,81311027,Religious Organizations,0,5.0,0,5,868,429,406,462,47%,53%,679,0,0,189,0,0,0,183,496,78.22580645,0.0,0.0,21.77419355,0.0,0.0,0.0,21.08294931,2.01,254,310,229,150,34,423,346,0,0,0,0,0,77,262,525,0,0,26,30,0,16,49,26,9,89,108,0,39,9,0,28,53267,14.28571429,3.68663594
1068,1068,Faith Presbyterian Church,5916 NW 39th Ave,GAINESVILLE,FL,32606,29.689906,-82.405999,813110,81311008,Religious Organizations,0,7.0,0,7,4273,1656,2181,2092,51%,49%,3052,313,0,812,0,18,78,263,2822,71.42522818,7.32506436,0.0,19.00304236,0.0,0.42124971,1.8254153999999998,6.15492628,2.57,676,1479,1453,1330,40,2122,1994,0,0,24,0,0,104,1487,2708,156,128,32,40,171,64,47,38,0,149,55,201,76,92,148,259,60288,15.328808800000003,11.70138076
1076,1076,Grace Baptist Church,7100 NW 39th Ave,GAINESVILLE,FL,32606,29.689994,-82.419477,813110,81311008,Religious Organizations,0,4.0,0,4,4273,1656,2181,2092,51%,49%,3052,313,0,812,0,18,78,263,2822,71.42522818,7.32506436,0.0,19.00304236,0.0,0.42124971,1.8254153999999998,6.15492628,2.57,676,1479,1453,1330,40,2122,1994,0,0,24,0,0,104,1487,2708,156,128,32,40,171,64,47,38,0,149,55,201,76,92,148,259,60288,15.328808800000003,11.70138076
1084,1084,Living Faith Fellowship Church,5510 NW 39th Ave,GAINESVILLE,FL,32606,29.689709999999998,-82.40216600000001,813110,81311008,Religious Organizations,0,1.0,0,1,4273,1656,2181,2092,51%,49%,3052,313,0,812,0,18,78,263,2822,71.42522818,7.32506436,0.0,19.00304236,0.0,0.42124971,1.8254153999999998,6.15492628,2.57,676,1479,1453,1330,40,2122,1994,0,0,24,0,0,104,1487,2708,156,128,32,40,171,64,47,38,0,149,55,201,76,92,148,259,60288,15.328808800000003,11.70138076
